coin,fundingRate,premium,time
ETH,0.0000125,0.0005248737,1759849200114
ETH,0.0000171799,0.0006374392,1759852800069
ETH,0.0000125,0.0004968052,1759856400026
ETH,0.0000125,0.000471889,1759860000077
ETH,0.0000125,0.0005221256,1759863600033
ETH,0.0000125,0.0005297506,1759867200006
ETH,0.0000248032,0.0006984259,1759870800062
ATOM,0.0000125,0.0000470661,1759784400015
ATOM,0.0000125,0.0000223458,1759788000075
ATOM,0.0000125,0.0000038653,1759791600068
ATOM,0.0000125,0.0001036002,1759795200002
ATOM,0.0000125,0.0000277421,1759798800012
ATOM,0.0000125,0.0000226251,1759802400064
ATOM,0.0000125,0.0000187953,1759806000050
ATOM,0.0000125,0.0000862608,1759809600039
ATOM,0.0000125,0.0001075133,1759813200032
ATOM,0.0000125,0.0000760089,1759816800019
ATOM,0.0000125,-0.000070018,1759820400042
ATOM,0.0000125,-0.0001127153,1759824000014
ATOM,0.0000125,-0.0000592008,1759827600010
ATOM,0.0000125,-0.0000797407,1759831200059
ATOM,0.0000125,-0.0000327546,1759834800022
ATOM,0.0000125,-0.0000669167,1759838400000
ATOM,0.0000125,-0.0000638262,1759842000076
ATOM,0.0000125,-0.0000448016,1759845600138
ATOM,0.0000125,-0.0000412277,1759849200114
ATOM,0.0000125,-0.000147483,1759852800069
ATOM,0.0000125,-0.0002417978,1759856400026
ATOM,0.0000107194,-0.0004142451,1759860000077
ATOM,-0.000002861,-0.0005228882,1759863600033
ATOM,0.000006399,-0.0004488083,1759867200006
ATOM,0.0000125,-0.000399211,1759870800062
MATIC,0.0,0.0,1759784400015
MATIC,0.0,0.0,1759788000075
MATIC,0.0,0.0,1759791600068
MATIC,0.0,0.0,1759795200002
MATIC,0.0,0.0,1759798800012
MATIC,0.0,0.0,1759802400064
MATIC,0.0,0.0,1759806000050
MATIC,0.0,0.0,1759809600039
MATIC,0.0,0.0,1759813200032
MATIC,0.0,0.0,1759816800019
MATIC,0.0,0.0,1759820400042
MATIC,0.0,0.0,1759824000014
MATIC,0.0,0.0,1759827600010
MATIC,0.0,0.0,1759831200059
MATIC,0.0,0.0,1759834800022
MATIC,0.0,0.0,1759838400000
MATIC,0.0,0.0,1759842000076
MATIC,0.0,0.0,1759845600138
MATIC,0.0,0.0,1759849200114
MATIC,0.0,0.0,1759852800069
MATIC,0.0,0.0,1759856400026
MATIC,0.0,0.0,1759860000077
MATIC,0.0,0.0,1759863600033
MATIC,0.0,0.0,1759867200006
MATIC,0.0,0.0,1759870800062
DYDX,0.0000125,-0.0000050178,1759784400015
DYDX,0.0000125,0.0000005059,1759788000075
DYDX,0.0000125,0.0000014531,1759791600068
DYDX,0.0000125,0.0000012805,1759795200002
DYDX,0.0000125,0.000004085,1759798800012
DYDX,0.0000125,0.0000135018,1759802400064
DYDX,0.0000125,0.0000122178,1759806000050
DYDX,0.0000125,0.0000180762,1759809600039
DYDX,0.0000125,0.0000053474,1759813200032
DYDX,0.0000125,0.0000053058,1759816800019
DYDX,0.0000125,0.0000002652,1759820400042
DYDX,0.0000125,-0.0000000832,1759824000014
DYDX,0.0000125,-0.0000019865,1759827600010
DYDX,0.0000125,0.0000014352,1759831200059
DYDX,0.0000125,0.000000113,1759834800022
DYDX,0.0000125,-0.0000009077,1759838400000
DYDX,0.0000125,-0.0000100964,1759842000076
DYDX,0.0000125,-0.0000116953,1759845600138
DYDX,0.0000125,-0.0000134744,1759849200114
DYDX,0.0000125,-0.0000238682,1759852800069
DYDX,0.0000125,-0.0000228091,1759856400026
DYDX,0.0000125,-0.0000266115,1759860000077
DYDX,0.0000125,-0.0000648059,1759863600033
DYDX,0.0000125,-0.0000567472,1759867200006
DYDX,0.0000125,-0.0000345074,1759870800062
SOL,0.0000125,0.000237429,1759784400015
SOL,0.0000125,0.0003137416,1759788000075
SOL,0.0000125,0.0004034971,1759791600068
SOL,0.0000125,0.0002718635,1759795200002
SOL,0.0000125,0.000212712,1759798800012
SOL,0.0000125,0.00033671,1759802400064
SOL,0.0000125,0.0003879147,1759806000050
SOL,0.0000125,0.0003744355,1759809600039
SOL,0.0000125,0.0004871064,1759813200032
SOL,0.0000125,0.0005489264,1759816800019
SOL,0.0000125,0.0003482669,1759820400042
SOL,0.0000125,0.0003359132,1759824000014
SOL,0.0000125,0.0003005725,1759827600010
SOL,0.0000125,0.0002845533,1759831200059
SOL,0.0000125,0.0004184818,1759834800022
SOL,0.0000125,0.0004183793,1759838400000
SOL,0.0000125,0.0005008036,1759842000076
SOL,0.0000141017,0.0006128137,1759845600138
SOL,0.0000140453,0.0006123621,1759849200114
SOL,0.0000239785,0.0006918281,1759852800069
SOL,0.0000274474,0.0007195792,1759856400026
SOL,0.0000183758,0.0006470065,1759860000077
SOL,0.0000218858,0.0006750868,1759863600033
SOL,0.0000233669,0.0006869353,1759867200006
SOL,0.0000378563,0.0008028503,1759870800062
AVAX,0.0000502826,0.0009022608,1759784400015
AVAX,0.0000376707,0.0008013658,1759788000075
AVAX,0.0000255102,0.0007040813,1759791600068
AVAX,0.0000174993,0.0006399945,1759795200002
AVAX,0.0000144415,0.0006155321,1759798800012
AVAX,0.0000125,0.0005816972,1759802400064
AVAX,0.0000125,0.000591703,1759806000050
AVAX,0.0000125,0.0005690279,1759809600039
AVAX,0.0000141847,0.0006134777,1759813200032
AVAX,0.000016776,0.0006342082,1759816800019
AVAX,0.0000161473,0.0006291786,1759820400042
AVAX,0.0000125,0.0005047145,1759824000014
AVAX,0.0000125,0.0003898192,1759827600010
AVAX,0.0000125,0.0003483119,1759831200059
AVAX,0.0000125,0.0004117442,1759834800022
AVAX,0.0000125,0.0004837608,1759838400000
AVAX,0.0000125,0.0003826663,1759842000076
AVAX,0.0000125,0.0004833231,1759845600138
AVAX,0.0000125,0.0004710987,1759849200114
AVAX,0.0000125,0.0003572332,1759852800069
AVAX,0.0000125,0.000298511,1759856400026
AVAX,0.0000125,0.0002938333,1759860000077
AVAX,0.0000125,0.0002442955,1759863600033
AVAX,0.0000125,0.0003153674,1759867200006
AVAX,0.0000125,0.0005585839,1759870800062
BNB,0.0000125,0.0005807233,1759784400015
BNB,0.0000125,0.0004691304,1759788000075
BNB,0.0000125,0.0003037655,1759791600068
BNB,0.0000125,0.0001630227,1759795200002
BNB,0.0000125,0.0000732161,1759798800012
BNB,0.0000125,0.0000869431,1759802400064
BNB,0.0000125,0.0001056663,1759806000050
BNB,0.0000125,0.0000614662,1759809600039
BNB,0.0000125,0.0000251186,1759813200032
BNB,0.0000125,0.0002207038,1759816800019
BNB,0.0000125,0.0004004916,1759820400042
BNB,0.0000125,0.0002205364,1759824000014
BNB,0.0000125,0.0000642539,1759827600010
BNB,0.0000125,0.0001543553,1759831200059
BNB,0.0000125,0.0001174162,1759834800022
BNB,0.0000125,0.0000396447,1759838400000
BNB,0.0000125,0.0002030616,1759842000076
BNB,0.0000125,0.0003388609,1759845600138
BNB,0.0000125,0.0001142687,1759849200114
BNB,0.0000125,0.0003076027,1759852800069
BNB,0.0000125,0.000096826,1759856400026
BNB,0.0000125,0.0000006298,1759860000077
BNB,0.0000125,0.0000439479,1759863600033
BNB,0.0000125,0.0000021865,1759867200006
BNB,0.0000125,0.0002158103,1759870800062
APE,0.0000125,0.0000009355,1759784400015
APE,0.0000125,-0.0000016861,1759788000075
APE,0.0000125,0.0000030827,1759791600068
APE,0.0000125,0.0000043988,1759795200002
APE,0.0000125,-0.0000092819,1759798800012
APE,0.0000125,-0.0000335049,1759802400064
APE,0.0000125,-0.0000113017,1759806000050
APE,0.0000125,-0.0000015297,1759809600039
APE,0.0000125,-0.0000001698,1759813200032
APE,0.0000125,0.0000026633,1759816800019
APE,0.0000125,-0.0000018561,1759820400042
APE,0.0000125,-0.0000037883,1759824000014
APE,0.0000125,-0.0000071374,1759827600010
APE,0.0000125,-0.0000245824,1759831200059
APE,0.0000125,-0.0000254267,1759834800022
APE,0.0000125,0.0000035915,1759838400000
APE,0.0000125,0.0000027807,1759842000076
APE,0.0000125,0.0000009126,1759845600138
APE,0.0000125,-0.0000464273,1759849200114
APE,0.0000125,-0.0000347088,1759852800069
APE,0.0000125,-0.0000272526,1759856400026
APE,0.0000125,-0.0000213172,1759860000077
APE,0.0000125,-0.0000093585,1759863600033
APE,0.0000125,-0.0000331397,1759867200006
APE,0.0000125,-0.000001998,1759870800062
OP,0.0000125,0.000356041,1759784400015
OP,0.0000125,0.0001636414,1759788000075
OP,0.0000125,-0.0000010112,1759791600068
OP,0.0000125,0.0000091795,1759795200002
OP,0.0000125,0.0000054181,1759798800012
OP,0.0000125,0.0000199688,1759802400064
OP,0.0000125,0.0000061008,1759806000050
OP,0.0000125,0.0000154031,1759809600039
OP,0.0000125,0.0000150936,1759813200032
OP,0.0000125,0.0000284188,1759816800019
OP,0.0000125,0.0000490975,1759820400042
OP,0.0000125,0.0000592615,1759824000014
OP,0.0000125,0.0000556212,1759827600010
OP,0.0000125,0.0000084545,1759831200059
OP,0.0000125,0.0000090541,1759834800022
OP,0.0000125,0.0000125968,1759838400000
OP,0.0000125,0.0000276866,1759842000076
OP,0.0000125,0.0000089885,1759845600138
OP,0.0000125,0.000021556,1759849200114
OP,0.0000125,-0.000094534,1759852800069
OP,0.0000125,-0.0000219781,1759856400026
OP,0.0000125,-0.000013334,1759860000077
OP,0.0000125,-0.0000026207,1759863600033
OP,0.0000125,-0.0000552765,1759867200006
OP,0.0000125,-0.0000884535,1759870800062
LTC,0.0000450688,0.00086055,1759784400015
LTC,0.0000354699,0.0007837593,1759788000075
LTC,0.0000232187,0.0006857495,1759791600068
LTC,0.0000136046,0.000608837,1759795200002
LTC,0.000016066,0.0006285283,1759798800012
LTC,0.0000202291,0.0006618329,1759802400064
LTC,0.0000125,0.000508241,1759806000050
LTC,0.0000125,0.0004779215,1759809600039
LTC,0.0000125,0.0004239511,1759813200032
LTC,0.0000125,0.0005032809,1759816800019
LTC,0.0000125,0.0004997089,1759820400042
LTC,0.0000125,0.0005852543,1759824000014
LTC,0.0000125,0.0005278546,1759827600010
LTC,0.0000125,0.0005625123,1759831200059
LTC,0.0000125,0.0004926062,1759834800022
LTC,0.0000237088,0.00068967,1759838400000
LTC,0.0000186293,0.0006490342,1759842000076
LTC,0.0000167649,0.0006341196,1759845600138
LTC,0.0000125,0.0004526388,1759849200114
LTC,0.0000125,0.0005446881,1759852800069
LTC,0.000019322,0.0006545758,1759856400026
LTC,0.0000153703,0.0006229622,1759860000077
LTC,0.0000138376,0.0006107011,1759863600033
LTC,0.0000134634,0.0006077071,1759867200006
LTC,0.0000125,0.0004677769,1759870800062
ARB,0.0000876954,0.0012015634,1759784400015
ARB,0.000069912,0.0010592961,1759788000075
ARB,0.0000412153,0.0008297227,1759791600068
ARB,0.0000304902,0.0007439213,1759795200002
ARB,0.0000306456,0.0007451645,1759798800012
ARB,0.0000389436,0.0008115492,1759802400064
ARB,0.0000367903,0.0007943224,1759806000050
ARB,0.0000404221,0.0008233766,1759809600039
ARB,0.00004627,0.0008701603,1759813200032
ARB,0.0000533055,0.0009264442,1759816800019
ARB,0.0000402813,0.0008222507,1759820400042
ARB,0.0000500729,0.0009005831,1759824000014
ARB,0.0000371525,0.0007972197,1759827600010
ARB,0.0000344924,0.0007759389,1759831200059
ARB,0.0000299998,0.0007399988,1759834800022
ARB,0.0000261406,0.0007091247,1759838400000
ARB,0.000018447,0.0006475763,1759842000076
ARB,0.0000419805,0.0008358438,1759845600138
ARB,0.0000125,0.0005761646,1759849200114
ARB,0.0000125,0.0002536689,1759852800069
ARB,0.0000125,-0.0000694792,1759856400026
ARB,0.0000125,-0.0002065872,1759860000077
ARB,0.0000125,-0.000137604,1759863600033
ARB,0.0000125,-0.0001447517,1759867200006
ARB,0.0000125,-0.0001763282,1759870800062
DOGE,0.000056521,0.0009521681,1759784400015
DOGE,0.0000473628,0.0008789022,1759788000075
DOGE,0.0000250146,0.000700117,1759791600068
DOGE,0.0000154116,0.0006232932,1759795200002
DOGE,0.0000149763,0.0006198108,1759798800012
DOGE,0.0000162845,0.0006302758,1759802400064
DOGE,0.0000238712,0.0006909699,1759806000050
DOGE,0.0000240508,0.0006924067,1759809600039
DOGE,0.0000185701,0.0006485605,1759813200032
DOGE,0.000015721,0.0006257678,1759816800019
DOGE,0.0000125,0.0005886444,1759820400042
DOGE,0.0000125,0.000512989,1759824000014
DOGE,0.0000125,0.0004047773,1759827600010
DOGE,0.0000125,0.0003518654,1759831200059
DOGE,0.0000125,0.0003563094,1759834800022
DOGE,0.0000125,0.0004003151,1759838400000
DOGE,0.0000125,0.0005525665,1759842000076
DOGE,0.0000125,0.0005801609,1759845600138
DOGE,0.0000125,0.0004589382,1759849200114
DOGE,0.0000125,0.0003953776,1759852800069
DOGE,0.0000125,0.0003635444,1759856400026
DOGE,0.0000125,0.0003698768,1759860000077
DOGE,0.0000125,0.000376942,1759863600033
DOGE,0.0000125,0.0003755948,1759867200006
DOGE,0.0000125,0.0004472646,1759870800062
INJ,0.0000125,0.0001282342,1759784400015
INJ,0.0000125,0.0002134578,1759788000075
INJ,0.0000125,0.000070635,1759791600068
INJ,0.0000125,0.0001297391,1759795200002
INJ,0.0000125,0.0001624594,1759798800012
INJ,0.0000125,0.0002549442,1759802400064
INJ,0.0000125,0.000206845,1759806000050
INJ,0.0000125,0.0000974171,1759809600039
INJ,0.0000125,0.0001505134,1759813200032
INJ,0.0000125,0.0001529294,1759816800019
INJ,0.0000125,0.0000866704,1759820400042
INJ,0.0000125,0.0000396454,1759824000014
INJ,0.0000125,0.000008362,1759827600010
INJ,0.0000125,0.0000479327,1759831200059
INJ,0.0000125,0.00009571,1759834800022
INJ,0.0000125,0.0001661765,1759838400000
INJ,0.0000125,0.0003004531,1759842000076
INJ,0.0000125,0.0005083878,1759845600138
INJ,0.0000125,0.0001782286,1759849200114
INJ,0.0000125,0.0000919277,1759852800069
INJ,0.0000125,0.0000490325,1759856400026
INJ,0.0000125,0.0001530097,1759860000077
INJ,0.0000125,0.000204733,1759863600033
INJ,0.0000125,0.0000580693,1759867200006
INJ,0.0000125,0.0001647073,1759870800062
SUI,0.0000125,0.0004632021,1759784400015
SUI,0.0000125,0.000344087,1759788000075
SUI,0.0000125,0.0003418667,1759791600068
SUI,0.0000125,0.0002850755,1759795200002
SUI,0.0000125,0.0002039676,1759798800012
SUI,0.0000125,0.0001729382,1759802400064
SUI,0.0000125,0.0001115563,1759806000050
SUI,0.0000125,0.0001341787,1759809600039
SUI,0.0000125,0.0001801556,1759813200032
SUI,0.0000125,0.0002038222,1759816800019
SUI,0.0000125,0.0001499931,1759820400042
SUI,0.0000125,0.0001290633,1759824000014
SUI,0.0000125,0.0001155311,1759827600010
SUI,0.0000125,0.0001559714,1759831200059
SUI,0.0000125,0.0002425297,1759834800022
SUI,0.0000125,0.0003603709,1759838400000
SUI,0.0000125,0.0003739644,1759842000076
SUI,0.0000125,0.0003998292,1759845600138
SUI,0.0000125,0.0002550915,1759849200114
SUI,0.0000125,0.000204082,1759852800069
SUI,0.0000125,0.000048618,1759856400026
SUI,0.0000125,-0.0000216323,1759860000077
SUI,0.0000125,-0.0000773341,1759863600033
SUI,0.0000125,0.0000074001,1759867200006
SUI,0.0000125,0.0001626898,1759870800062
kPEPE,0.0000598674,0.0009789392,1759784400015
kPEPE,0.000063407,0.0010072563,1759788000075
kPEPE,0.0000662321,0.0010298572,1759791600068
kPEPE,0.0000483343,0.0008866746,1759795200002
kPEPE,0.0000415203,0.0008321627,1759798800012
kPEPE,0.0000390221,0.0008121769,1759802400064
kPEPE,0.0000379401,0.0008035205,1759806000050
kPEPE,0.0000367755,0.0007942043,1759809600039
kPEPE,0.0000326784,0.0007614273,1759813200032
kPEPE,0.0000452484,0.0008619869,1759816800019
kPEPE,0.0000299046,0.0007392366,1759820400042
kPEPE,0.000015353,0.0006228236,1759824000014
kPEPE,0.0000125,0.0005515987,1759827600010
kPEPE,0.0000157067,0.0006256536,1759831200059
kPEPE,0.0000216187,0.0006729494,1759834800022
kPEPE,0.0000133414,0.0006067314,1759838400000
kPEPE,0.0000196952,0.0006575613,1759842000076
kPEPE,0.0000131259,0.000605007,1759845600138
kPEPE,0.0000125,0.0003256357,1759849200114
kPEPE,0.0000125,0.0002186447,1759852800069
kPEPE,0.0000125,0.00019903,1759856400026
kPEPE,0.0000125,0.0001754077,1759860000077
kPEPE,0.0000125,0.0001803909,1759863600033
kPEPE,0.0000125,0.0000864574,1759867200006
kPEPE,0.0000125,0.000183222,1759870800062
CRV,0.0000348562,0.0007788495,1759784400015
CRV,0.0000182572,0.0006460574,1759788000075
CRV,0.0000129381,0.0006035047,1759791600068
CRV,0.0000236912,0.0006895297,1759795200002
CRV,0.000046417,0.0008713363,1759798800012
CRV,0.0000475508,0.0008804067,1759802400064
CRV,0.0000255958,0.000704766,1759806000050
CRV,0.0000125,0.0005918596,1759809600039
CRV,0.0000125,0.0005772693,1759813200032
CRV,0.0000125,0.0005954268,1759816800019
CRV,0.0000493034,0.0008944275,1759820400042
CRV,0.0000431009,0.0008448068,1759824000014
CRV,0.0000125,0.0004953095,1759827600010
CRV,0.0000125,0.0005024663,1759831200059
CRV,0.0000125,0.0005875595,1759834800022
CRV,0.0000311983,0.0007495864,1759838400000
CRV,0.0000507572,0.0009060576,1759842000076
CRV,0.0000871951,0.0011975611,1759845600138
CRV,0.0000125,0.000432655,1759849200114
CRV,0.0000125,0.0005718683,1759852800069
CRV,0.0000175673,0.0006405381,1759856400026
CRV,0.0000374675,0.0007997398,1759860000077
CRV,0.0000264635,0.0007117079,1759863600033
CRV,0.0000388392,0.0008107136,1759867200006
CRV,0.0000303643,0.0007429148,1759870800062
LDO,0.000046451,0.0008716081,1759784400015
LDO,0.0000328406,0.0007627248,1759788000075
LDO,0.0000565475,0.0009523799,1759791600068
LDO,0.0000472528,0.0008780228,1759795200002
LDO,0.0000519778,0.0009158225,1759798800012
LDO,0.0000374336,0.0007994689,1759802400064
LDO,0.0000257697,0.0007061577,1759806000050
LDO,0.0000213515,0.0006708118,1759809600039
LDO,0.0000234966,0.0006879725,1759813200032
LDO,0.0000630874,0.0010046991,1759816800019
LDO,0.0000691395,0.0010531164,1759820400042
LDO,0.0000822343,0.0011578746,1759824000014
LDO,0.0000653535,0.0010228278,1759827600010
LDO,0.0000638173,0.0010105387,1759831200059
LDO,0.0000707492,0.0010659939,1759834800022
LDO,0.0000476317,0.000881054,1759838400000
LDO,0.0000703996,0.0010631966,1759842000076
LDO,0.0000937669,0.0012501353,1759845600138
LDO,0.0000125,0.000543743,1759849200114
LDO,0.0000125,0.0004019339,1759852800069
LDO,0.0000125,0.0002425468,1759856400026
LDO,0.0000125,0.0002143624,1759860000077
LDO,0.0000125,0.0002505684,1759863600033
LDO,0.0000125,0.0002847867,1759867200006
LDO,0.0000125,0.0004483785,1759870800062
LINK,0.0000125,0.0004481411,1759784400015
LINK,0.0000125,0.0004937818,1759788000075
LINK,0.0000125,0.0004996689,1759791600068
LINK,0.0000125,0.0004458797,1759795200002
LINK,0.0000125,0.0004578824,1759798800012
LINK,0.0000125,0.0004570683,1759802400064
LINK,0.0000125,0.0005764034,1759806000050
LINK,0.0000125,0.0004910649,1759809600039
LINK,0.0000125,0.0004478676,1759813200032
LINK,0.0000125,0.0005238349,1759816800019
LINK,0.0000125,0.0005475183,1759820400042
LINK,0.0000125,0.0004543478,1759824000014
LINK,0.0000125,0.0003658529,1759827600010
LINK,0.0000125,0.0003592578,1759831200059
LINK,0.0000125,0.000256097,1759834800022
LINK,0.0000125,0.0002715083,1759838400000
LINK,0.0000125,0.0003062614,1759842000076
LINK,0.0000125,0.0003231306,1759845600138
LINK,0.0000125,0.0001277454,1759849200114
LINK,0.0000125,0.0002315071,1759852800069
LINK,0.0000125,0.0001809283,1759856400026
LINK,0.0000125,0.0001236441,1759860000077
LINK,0.0000125,0.0001466792,1759863600033
LINK,0.0000125,0.0000849464,1759867200006
LINK,0.0000125,0.000193238,1759870800062
STX,0.0000228216,0.0006825726,1759784400015
STX,0.0000146421,0.0006171371,1759788000075
STX,0.0000283111,0.0007264889,1759791600068
STX,0.0000619836,0.0009958686,1759795200002
STX,0.0000175933,0.0006407461,1759798800012
STX,0.0000125,0.0005561092,1759802400064
STX,0.0000125,0.0005219784,1759806000050
STX,0.0000125,0.0005126826,1759809600039
STX,0.0000125,0.0002040166,1759813200032
STX,0.0000125,0.0005396063,1759816800019
STX,0.0000216032,0.0006728254,1759820400042
STX,0.0000316884,0.0007535072,1759824000014
STX,0.0000146946,0.0006175572,1759827600010
STX,0.0000469819,0.0008758549,1759831200059
STX,0.0000460401,0.000868321,1759834800022
STX,0.0000212773,0.000670218,1759838400000
STX,0.0000370181,0.0007961445,1759842000076
STX,0.0000335428,0.0007683421,1759845600138
STX,0.0000125,0.0005791299,1759849200114
STX,0.0000125,0.000495612,1759852800069
STX,0.0000125,0.0004703803,1759856400026
STX,0.0000224665,0.0006797323,1759860000077
STX,0.0000125,0.0004702409,1759863600033
STX,0.0000125,-0.0000024853,1759867200006
STX,0.0000125,0.0000740876,1759870800062
RNDR,0.0,0.0,1759784400015
RNDR,0.0,0.0,1759788000075
RNDR,0.0,0.0,1759791600068
RNDR,0.0,0.0,1759795200002
RNDR,0.0,0.0,1759798800012
RNDR,0.0,0.0,1759802400064
RNDR,0.0,0.0,1759806000050
RNDR,0.0,0.0,1759809600039
RNDR,0.0,0.0,1759813200032
RNDR,0.0,0.0,1759816800019
RNDR,0.0,0.0,1759820400042
RNDR,0.0,0.0,1759824000014
RNDR,0.0,0.0,1759827600010
RNDR,0.0,0.0,1759831200059
RNDR,0.0,0.0,1759834800022
RNDR,0.0,0.0,1759838400000
RNDR,0.0,0.0,1759842000076
RNDR,0.0,0.0,1759845600138
RNDR,0.0,0.0,1759849200114
RNDR,0.0,0.0,1759852800069
RNDR,0.0,0.0,1759856400026
RNDR,0.0,0.0,1759860000077
RNDR,0.0,0.0,1759863600033
RNDR,0.0,0.0,1759867200006
RNDR,0.0,0.0,1759870800062
CFX,0.0000125,-0.0000147313,1759784400015
CFX,0.0000125,-0.0000390795,1759788000075
CFX,0.0000125,-0.0000386037,1759791600068
CFX,0.0000125,-0.000009591,1759795200002
CFX,0.0000125,-0.0000188088,1759798800012
CFX,0.0000125,-0.0000028056,1759802400064
CFX,0.0000125,-0.000002906,1759806000050
CFX,0.0000125,-0.0000146093,1759809600039
CFX,0.0000125,-0.0000137871,1759813200032
CFX,0.0000125,-0.0000073938,1759816800019
CFX,0.0000125,-0.0000291002,1759820400042
CFX,0.0000125,-0.0001061066,1759824000014
CFX,0.0000125,-0.0000879675,1759827600010
CFX,0.0000125,-0.0001045324,1759831200059
CFX,0.0000125,-0.0000757771,1759834800022
CFX,0.0000125,-0.0000965011,1759838400000
CFX,0.0000125,-0.0000504388,1759842000076
CFX,0.0000125,-0.0000818759,1759845600138
CFX,0.0000125,-0.0000838961,1759849200114
CFX,0.0000125,-0.0001210104,1759852800069
CFX,0.0000125,-0.0003089605,1759856400026
CFX,0.0000040772,-0.0004673823,1759860000077
CFX,0.0000125,-0.000274399,1759863600033
CFX,0.0000125,-0.0003824151,1759867200006
CFX,0.0000057836,-0.0004537314,1759870800062
FTM,0.0,0.0,1759784400015
FTM,0.0,0.0,1759788000075
FTM,0.0,0.0,1759791600068
FTM,0.0,0.0,1759795200002
FTM,0.0,0.0,1759798800012
FTM,0.0,0.0,1759802400064
FTM,0.0,0.0,1759806000050
FTM,0.0,0.0,1759809600039
FTM,0.0,0.0,1759813200032
FTM,0.0,0.0,1759816800019
FTM,0.0,0.0,1759820400042
FTM,0.0,0.0,1759824000014
FTM,0.0,0.0,1759827600010
FTM,0.0,0.0,1759831200059
FTM,0.0,0.0,1759834800022
FTM,0.0,0.0,1759838400000
FTM,0.0,0.0,1759842000076
FTM,0.0,0.0,1759845600138
FTM,0.0,0.0,1759849200114
FTM,0.0,0.0,1759852800069
FTM,0.0,0.0,1759856400026
FTM,0.0,0.0,1759860000077
FTM,0.0,0.0,1759863600033
FTM,0.0,0.0,1759867200006
FTM,0.0,0.0,1759870800062
GMX,-0.0000042497,-0.0005339974,1759784400015
GMX,0.0000091863,-0.0004265096,1759788000075
GMX,0.0000125,-0.0001512221,1759791600068
GMX,0.0000125,-0.0003523229,1759795200002
GMX,0.0000125,-0.0001908023,1759798800012
GMX,0.0000125,-0.0001065552,1759802400064
GMX,0.0000125,-0.0001671882,1759806000050
GMX,0.0000125,-0.0001548257,1759809600039
GMX,0.0000125,-0.000197351,1759813200032
GMX,0.0000125,-0.0003986989,1759816800019
GMX,0.0000125,-0.0002764277,1759820400042
GMX,-0.000000762,-0.0005060962,1759824000014
GMX,0.0000125,-0.0003163836,1759827600010
GMX,0.0000125,-0.0003339752,1759831200059
GMX,0.0000125,-0.0001934961,1759834800022
GMX,0.0000125,-0.0001497523,1759838400000
GMX,0.0000125,-0.0000635488,1759842000076
GMX,0.0000125,-0.0001129807,1759845600138
GMX,0.0000125,-0.0002730398,1759849200114
GMX,0.0000084933,-0.0004320537,1759852800069
GMX,0.0000125,-0.0002095585,1759856400026
GMX,-0.0000197575,-0.0006580596,1759860000077
GMX,-0.0000180394,-0.000644315,1759863600033
GMX,-0.0000381037,-0.0008048293,1759867200006
GMX,0.0000125,-0.0001403243,1759870800062
SNX,0.0001894089,0.0020152713,1759784400015
SNX,0.0001607481,0.0017859847,1759788000075
SNX,0.0000430143,0.0008441146,1759791600068
SNX,0.0000692994,0.0010543954,1759795200002
SNX,0.0000418178,0.0008345424,1759798800012
SNX,0.0000441049,0.0008528393,1759802400064
SNX,0.0000771332,0.0011170658,1759806000050
SNX,0.0000437222,0.0008497776,1759809600039
SNX,0.000078919,0.0011313517,1759813200032
